item_type,item_id,field,old_value,row_count,paper_count,supported_count,example_papers,example_titles,new_value,decision,notes
game,Skyrim,game_name,Skyrim,2,1,2,paper_216,"Beyond hours of video gameplay: Connections between verbal aggressiveness, genre preference, and technology used",,,
game,Space Invaders,game_name,Space Invaders,2,1,2,paper_038,Intelligence and video games: Beyond “brain-games”,,,
game,Splatoon,game_name,Splatoon,2,1,2,paper_038,Intelligence and video games: Beyond “brain-games”,,,
game,The Life of the Dinosaurs,game_name,The Life of the Dinosaurs,2,1,0,paper_193,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0),,,
game,Traffic Signs,game_name,Traffic Signs,2,1,0,paper_193,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0),,,
game,Unpossible,game_name,Unpossible,2,1,2,paper_038,Intelligence and video games: Beyond “brain-games”,,,
game,War Thunder,game_name,War Thunder,2,1,1,paper_022,Welfare and fairness in free-to-play video games,,,
game,WiiU,game_name,WiiU,2,1,2,paper_038,Intelligence and video games: Beyond “brain-games”,,,
game,Words with Friends,game_name,Words with Friends,2,1,2,paper_216,"Beyond hours of video gameplay: Connections between verbal aggressiveness, genre preference, and technology used",,,
game,World of Tanks,game_name,World of Tanks,2,1,1,paper_022,Welfare and fairness in free-to-play video games,,,
game,World of Warships,game_name,World of Warships,2,1,1,paper_022,Welfare and fairness in free-to-play video games,,,
game,Zelda,game_name,Zelda,2,1,2,paper_140,Does sexualization in video games cause harm in players? A meta-analytic examination,,,
game,Zoom,game_name,Zoom,2,1,1,paper_106,Effects of serious games on perceived team cohesiveness in a multiuser virtual environment,,,
game,adaptive multitasking video game,game_name,adaptive multitasking video game,2,1,2,paper_153,Neuron NeuroView Video Games for Neuro-Cognitive Optimization,,,
game,desktop computers,game_name,desktop computers,2,1,2,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
game,fighting video-game,game_name,fighting video-game,2,1,2,paper_302,Short‑Term Effects of Video‑Games on Cognitive Enhancement:,,,
game,game consoles,game_name,game consoles,2,1,2,paper_279,Effects of video-game play on information processing: A meta-analytic investigation,,,
game,handheld devices,game_name,handheld devices,2,1,2,paper_279,Effects of video-game play on information processing: A meta-analytic investigation,,,
game,https://storage.googleapis.com/covidgame/COVID_Game/story.html,game_name,https://storage.googleapis.com/covidgame/COVID_Game/story.html,2,1,2,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
game,iSniper 3D Arctic Warfare,game_name,iSniper 3D Arctic Warfare,2,1,2,paper_277,Violence in video game produces a lower activation of limbic and temporal areas in response to social inclusion images,,,
game,laptops,game_name,laptops,2,1,2,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
game,massively multi-player online role-playing game,game_name,massively multi-player online role-playing game,2,1,1,paper_093,The interplay between immersion and appeal in video games,,,
game,participant's favorite game,game_name,participant's favorite game,2,1,2,paper_219,"Are Active Video Games Effective at Eliciting Moderate-Intensity Physical Activity in Children, and Do They Enjoy Playing Them?",,,
game,role-playing game,game_name,role-playing game,2,1,2,paper_208,Peer-review under responsibility of the scientific committee of the 20th EURO Working Group on Transportation Meeting. 10.1016/j.trpro.2017.12.060,,,
game,singletasking version of the same game,game_name,singletasking version of the same game,2,1,2,paper_153,Neuron NeuroView Video Games for Neuro-Cognitive Optimization,,,
game,smartphones,game_name,smartphones,2,1,2,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
game,strategic video games,game_name,strategic video games,2,1,2,paper_249,"The amount of information available to the visual system is much greater than what we can fully process at any given time. It is therefore important that we select relevant information from the environment and ignore information that is irrelevant, particularly when this information",,,
game,L.A. Noire,game_name,L.A. Noire,1,1,1,paper_183,Procedia - Social and Behavioral Sciences 98 ( 2014 ) 1738 – 1743,,,
game,Lagom Island,game_name,Lagom Island,1,1,0,paper_198,"Simulation games that integrate research, entertainment, and learning around ecosystem services",,,
game,Quandary,game_name,Quandary,1,1,0,paper_191,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and,,,
game,Race Against Rot,game_name,Race Against Rot,1,1,0,paper_082,A serious games methodology to test solutions for regional food systems inequities,,,
game,SHAIEx,game_name,SHAIEx,1,1,1,paper_180,The effect of digital games on Iranian FKLOGUHQ¶V vocabulary retention in foreign language acquisition,,,
game,TAPASPlay,game_name,TAPASPlay,1,1,0,paper_240,Multimedia Tools and Applications (2019) 78:13649–13673,,,
game,Wii U,game_name,Wii U,1,1,1,paper_015,Can video games enhance surgical skills acquisition for medical students? A systematic review,,,
game,adaptive game that challenges users with increasing levels of distraction,game_name,adaptive game that challenges users with increasing levels of distraction,1,1,1,paper_153,Neuron NeuroView Video Games for Neuro-Cognitive Optimization,,,
game,console or computer game,game_name,console or computer game,1,1,1,paper_306,The Potential Interaction Between Time Perception and Gaming: A Narrative Review,,,
game,mechanistic active control (adaptive target challenge),game_name,mechanistic active control (adaptive target challenge),1,1,1,paper_153,Neuron NeuroView Video Games for Neuro-Cognitive Optimization,,,
game,simple action game,game_name,simple action game,1,1,0,paper_190,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the KES International. 10.1016/j.procs.2020.09.199,,,
